"","player_name","player_team","round","DSSal_Hist","dreamTeamPoints"
"4232","Adam Cerra","FRE",18,7800,60
"4233","Brandon Ellis","RIC",18,12900,82
"4234","Hamish Hartlett","PTA",18,11690,39
"4235","Darcy Byrne-Jones","PTA",18,12910,93
"4236","Sam Powell-Pepper","PTA",18,10140,63
"4237","Sydney Stack","RIC",18,10900,66
"4238","Jarrod Harbrow","GCS",18,9820,60
"4239","Touk Miller","GCS",18,12210,143
"4240","Michael Rischitelli","GCS",18,6170,62
"4241","Pearce Hanley","GCS",18,10430,80
"4242","David Swallow","GCS",18,12730,73
"4243","Lochie O'Brien","CAR",18,7420,56
"4244","Jacob Heron","GCS",18,5160,58
"4245","Jordan De Goey","COL",18,11590,75
"4246","Chris Mayne","COL",18,10440,29
"4247","James Aish","COL",18,9640,61
"4248","Mason Cox","COL",18,7880,27
"4249","Lachlan Keeffe","GWS",18,6200,51
"4250","Flynn Appleby","COL",18,6590,25
"4251","Brent Daniels","GWS",18,8410,75
"4252","Ian Hill","GWS",18,7230,49
"4253","Ben Cunnington","NTH",18,12110,90
"4254","Todd Goldstein","NTH",18,12260,84
"4255","Stefan Martin","BRL",18,12720,77
"4256","Mitch Robinson","BRL",18,13360,48
"4257","Oscar McInerney","BRL",18,7600,68
"4258","Zak Jones","SYD",18,12220,73
"4259","Callum Mills","SYD",18,11220,84
"4260","Tom Papley","SYD",18,11050,95
"4261","Luke Parker","SYD",18,15030,116
"4262","Luke Ryan","FRE",18,11270,112
"4263","Sam Reid","SYD",18,10250,70
"4264","Trent Cotchin","RIC",18,12260,85
"4265","Bachar Houli","RIC",18,14910,80
"4266","Daniel Rioli","RIC",18,8160,64
"4267","Cameron Sutcliffe","PTA",18,7090,45
"4268","Karl Amon","PTA",18,10750,103
"4269","Matthew Broadbent","PTA",18,10610,100
"4270","Charlie Dixon","PTA",18,9100,66
"4271","Sam Gray","PTA",18,12010,37
"4272","Steven Motlop","PTA",18,8860,60
"4273","Jason Castagna","RIC",18,9900,85
"4274","Tom Clurey","PTA",18,7970,49
"4275","Riley Bonner","PTA",18,9160,63
"4276","Mabior Chol","RIC",18,9240,62
"4277","Dan Houston","PTA",18,10510,48
"4278","Xavier Duursma","PTA",18,11050,84
"4279","Peter Wright","GCS",18,9800,88
"4280","Darcy Lang","CAR",18,7980,75
"4281","Dale Thomas","CAR",18,10620,78
"4282","Lachie Plowman","CAR",18,8930,76
"4283","Liam Jones","CAR",18,5950,83
"4284","Matthew Kennedy","CAR",18,8530,61
"4285","Sam Petrevski-Seton","CAR",18,10990,87
"4287","Charlie Ballard","GCS",18,7210,35
"4288","Michael Gibbons","CAR",18,8770,78
"4289","Heath Shaw","GWS",18,11810,104
"4290","Adam Tomlinson","GWS",18,11130,90
"4291","Taylor Adams","COL",18,14540,111
"4292","Steele Sidebottom","COL",18,14370,106
"4293","Nick Haynes","GWS",18,10980,60
"4294","Jeremy Cameron","GWS",18,12160,115
"4295","Shaun Higgins","NTH",18,13440,116
"4296","Robbie Tarrant","NTH",18,9350,57
"4297","Jack Ziebell","NTH",18,14540,75
"4298","Daniel Rich","BRL",18,12180,82
"4299","Luke Hodge","BRL",18,9240,78
"4300","Charlie Cameron","BRL",18,9800,59
"4301","Jarrod Berry","BRL",18,11030,65
"4302","Hugh McCluggage","BRL",18,13510,62
"4303","Sam Durdin","NTH",18,5000,55
"4304","Jy Simpkin","NTH",18,10770,66
"4305","Noah Answerth","BRL",18,7580,56
"4306","Rory Lobb","FRE",18,12030,78
"4307","George Hewett","SYD",18,11880,90
"4308","Dane Rampe","SYD",18,10790,105
"4309","Aaron Sandilands","FRE",18,10100,63
"4310","Aliir Aliir","SYD",18,9280,76
"4311","Sean Darcy","FRE",18,9450,77
"4312","Griffin Logue","FRE",18,8420,56
"4313","Oliver Florent","SYD",18,8800,51
"4314","Robbie Fox","SYD",18,7380,61
"4315","Colin O'Riordan","SYD",18,7620,60
"4316","Brett Bewley","FRE",18,7420,64
"4317","David Astbury","RIC",18,9350,59
"4318","Shane Edwards","RIC",18,9750,60
"4319","Dylan Grimes","RIC",18,8040,72
"4323","Jack Riewoldt","RIC",18,11550,66
"4325","Nick Vlastuin","RIC",18,12200,83
"4331","Tom Jonas","PTA",18,9580,90
"4336","Dougal Howard","PTA",18,8490,44
"4339","Nathan Broad","RIC",18,8440,57
"4357","Liam Baker","RIC",18,10570,55
"4364","Zak Butters","PTA",18,8130,72
"4369","Connor Rozee","PTA",18,9990,67
"4380","Jacob Weitering","CAR",18,7280,92
"4391","Jack Hombsch","GCS",18,5870,26
"4403","Jesse Joyce","GCS",18,9060,35
"4424","Christopher Burgess","GCS",18,5000,37
"4427","Ben King","GCS",18,5000,62
"4438","Will Hoskin-Elliott","COL",18,10290,51
"4441","Shane Mumford","GWS",18,10350,25
"4446","Brayden Maynard","COL",18,10500,70
"4448","Scott Pendlebury","COL",18,14720,109
"4451","Jordan Roughead","COL",18,7530,69
"4455","Travis Varcoe","COL",18,7500,60
"4456","Sam J. Reid","GWS",18,8670,88
"4458","Ben Crocker","COL",18,6640,57
"4460","Jeremy Finlayson","GWS",18,10160,77
"4461","Harry Himmelberg","GWS",18,9400,98
"4462","Daniel Lloyd","GWS",18,8140,51
"4464","Callum L. Brown","COL",18,9340,82
"4472","Dawson Simpson","GWS",18,9240,63
"4483","Sam Taylor","GWS",18,6110,71
"4497","Jed Anderson","NTH",18,11880,65
"4498","Shaun Atley","NTH",18,9200,67
"4499","Ben Brown","NTH",18,10790,81
"4502","Jamie Macmillan","NTH",18,10500,58
"4504","Scott D. Thompson","NTH",18,8140,59
"4505","Kayne Turner","NTH",18,8230,46
"4507","Marley Williams","NTH",18,8010,49
"4508","Marcus Adams","BRL",18,7270,61
"4509","Nathan Hrovat","NTH",18,7730,44
"4510","Harris Andrews","BRL",18,8230,38
"4512","Allen Christensen","BRL",18,10360,64
"4514","Darcy Gardiner","BRL",18,7820,59
"4516","Daniel McStay","BRL",18,8430,52
"4520","Jasper Pittard","NTH",18,10230,41
"4521","Jared Polec","NTH",18,12450,74
"4523","Trent Dumont","NTH",18,12020,70
"4525","Mason Wood","NTH",18,9500,65
"4528","Eric Hipwood","BRL",18,8240,29
"4539","Nick Larkey","NTH",18,7420,55
"4541","Cameron Zurhaar","NTH",18,10030,58
"4542","Zac Bailey","BRL",18,7150,57
"4563","Tarryn Thomas","NTH",18,8930,55
"4567","Nathan Wilson","FRE",18,9830,71
"4583","Brandon Matera","FRE",18,9050,63
"4584","Joel Hamling","FRE",18,6150,80
"4586","Ethan Hughes","FRE",18,7650,71
"4591","Taylin Duman","FRE",18,10200,56
"4592","Cam McCarthy","FRE",18,8250,26
"4597","Will Hayward","SYD",18,7930,55
"4599","Lewis Melican","SYD",18,6210,55
"4609","Sam Switkowski","FRE",18,7210,44
"4613","Tom McCartin","SYD",18,6970,28
"4619","Nick Blakey","SYD",18,6940,50
"4628","Reilly O'Brien","ADE",3,9500,69
"4629","Rory Sloane","ADE",3,14190,120
"4630","Brad Crouch","ADE",3,13800,128
"4631","Charlie Constable","GEE",3,10520,85
"4632","Brandan Parfitt","GEE",3,10610,58
"4633","Jordan Clark","GEE",3,7280,57
"4634","Paul Seedsman","ADE",3,10500,46
"4635","Rhys Stanley","GEE",3,11710,82
"4636","Tom Stewart","GEE",3,11470,104
"4637","Patrick Dangerfield","GEE",3,16550,132
"4638","Joel Selwood","GEE",3,13000,62
"4639","Tim Kelly","GEE",3,14180,93
"4640","Taylor Walker","ADE",3,8660,35
"4641","Brodie Smith","ADE",3,11230,72
"4642","Tom Atkins","GEE",3,6650,25
"4643","Gryan Miers","GEE",3,6610,71
"4644","Chayce Jones","ADE",3,6040,25
"4645","Riley Knight","ADE",3,9470,58
"4646","Matt Crouch","ADE",3,16580,101
"4647","Gary Ablett","GEE",3,12780,69
"4648","David Mackay","ADE",3,9070,48
"4649","Sam Menegola","GEE",3,12980,95
"4650","Rory Atkins","ADE",3,12010,46
"4651","Esava Ratugolea","GEE",3,5510,27
"4652","Rory Laird","ADE",3,14780,84
"4653","Tom Lynch","ADE",3,11530,118
"4654","Luke Dahlhaus","GEE",3,13240,96
"4655","Bryce Gibbs","ADE",3,13490,102
"4656","Wayne Milera","ADE",3,12290,96
"4657","Harry Taylor","GEE",3,7700,73
"4658","Mitch Duncan","GEE",3,14550,103
"4659","Lachlan Henderson","GEE",3,8760,59
"4660","Gary Rohan","GEE",3,6660,47
"4662","Jake Kolodjashnij","GEE",3,7530,31
"4663","Josh Jenkins","ADE",3,12520,52
"4664","Mark Blicavs","GEE",3,8650,78
"4665","Tom Hawkins","GEE",3,12550,51
"4666","Jake Kelly","ADE",3,9210,44
"4667","Lachlan Murphy","ADE",3,7290,66
"4668","Eddie Betts","ADE",3,9180,56
"4669","Kyle Hartigan","ADE",3,7250,31
"4670","Daniel Talia","ADE",3,8400,70
"4671","Alex Keath","ADE",3,7990,88
"4718","Isaac Cumming","GWS",7,5000,33
"4719","Jack Macrae","WBD",7,15790,99
"4720","Jackson Hately","GWS",7,8150,80
"4721","Tim Taranto","GWS",7,14380,105
"4723","Jacob Hopper","GWS",7,12010,97
"4724","Jack Darling","WCE",7,8660,90
"4725","Clayton Oliver","MEL",7,14150,97
"4726","Jaeger O'Meara","HAW",7,14800,83
"4727","Toby Greene","GWS",7,10810,81
"4728","Elliot Yeo","WCE",7,13690,146
"4729","Will Hayes","WBD",7,8430,59
"4730","Andrew Gaff","WCE",7,16170,144
"4731","Jack Petruccelle","WCE",7,6710,55
"4732","Zac Williams","GWS",7,11290,112
"4733","Toby Nankervis","RIC",7,12440,76
"4734","Jonathon Marsh","STK",7,5000,38
"4735","Tim English","WBD",7,11040,91
"4736","Chris Masten","WCE",7,9090,48
"4737","Lachie Hunter","WBD",7,14850,80
"4738","Tom Liberatore","WBD",7,11550,39
"4739","Jeremy Cameron","GWS",7,12180,109
"4740","Tom J. Lynch","RIC",7,8290,33
"4741","Luke Breust","HAW",7,9660,65
"4742","Max Gawn","MEL",7,15170,121
"4743","James Sicily","HAW",7,13440,65
"4744","Angus Brayshaw","MEL",7,15120,65
"4745","Dustin Martin","RIC",7,12860,79
"4746","Shannon Hurn","WCE",7,13380,79
"4747","Luke Shuey","WCE",7,13140,128
"4748","Liam Shiels","HAW",7,13680,102
"4749","Jeremy Finlayson","GWS",7,8490,51
"4750","Callum Sinclair","SYD",7,10510,90
"4751","Lachie Neale","BRL",7,15710,84
"4752","Tom Cutler","BRL",7,10080,91
"4753","Bailey Smith","WBD",7,8780,90
"4754","Jarrod Witts","GCS",7,13900,98
"4755","James Worpel","HAW",7,12010,88
"4756","Stephen Coniglio","GWS",7,16390,82
"4757","Lachlan Young","WBD",7,5990,76
"4758","Tom Scully","HAW",7,10390,54
"4759","Isaac Heeney","SYD",7,12680,67
"4760","Noah Answerth","BRL",7,8570,60
"4761","Bachar Houli","RIC",7,12720,63
"4762","Liam Baker","RIC",7,8710,96
"4763","Josh J. Kennedy","WCE",7,10390,61
"4764","Declan Keilty","MEL",7,5000,30
"4765","Jake Melksham","MEL",7,10450,74
"4766","Dylan Moore","HAW",7,5000,67
"4767","Jay Lockhart","MEL",7,5860,100
"4768","Shane Mumford","GWS",7,13540,64
"4769","Adam Tomlinson","GWS",7,11710,86
"4770","Rowan Marshall","STK",7,12350,113
"4771","Stefan Martin","BRL",7,12830,125
"4772","Oliver Florent","SYD",7,9600,44
"4773","Jackson Trengove","WBD",7,9100,64
"4774","Jack Ross","RIC",7,10520,60
"4775","Brayden Fiorini","GCS",7,15080,76
"4776","Bayley Fritsch","MEL",7,8760,59
"4777","Blake Acres","STK",7,9770,42
"4778","Josh Battle","STK",7,9220,42
"4779","Josh P. Kennedy","SYD",7,14040,127
"4780","Daniel Rich","BRL",7,11930,101
"4781","Dayne Zorko","BRL",7,12940,136
"4782","Brandon Ellis","RIC",7,12690,46
"4783","Caleb Daniel","WBD",7,13340,125
"4784","Josh Dunkley","WBD",7,12160,145
"4785","Hayden Crozier","WBD",7,11110,116
"4786","Jack Redden","WCE",7,14200,120
"4787","Brad Sheppard","WCE",7,12430,88
"4788","Wil Powell","GCS",7,7080,68
"4789","James Harmes","MEL",7,12230,117
"4790","Isaac Smith","HAW",7,11500,81
"4791","Ricky Henderson","HAW",7,13700,77
"4792","Michael Hibberd","MEL",7,8180,100
"4794","Jack Billings","STK",7,13970,72
"4795","Jack Sinclair","STK",7,10210,67
"4796","Nick Haynes","GWS",7,10660,111
"4797","Jake Lloyd","SYD",7,16160,93
"4798","Kane Lambert","RIC",7,12580,83
"4799","Nick Vlastuin","RIC",7,11180,78
"4800","Dion Prestia","RIC",7,12940,72
"4801","Jason Johannisen","WBD",7,13080,88
"4802","Toby McLean","WBD",7,11200,99
"4803","Shai Bolton","RIC",7,5820,62
"4804","Touk Miller","GCS",7,13600,60
"4805","Mark Hutchings","WCE",7,7910,79
"4806","Jeremy McGovern","WCE",7,9660,83
"4807","Nathan Jones","MEL",7,10920,77
"4808","Christian Salem","MEL",7,13050,97
"4809","Blake Hardwick","HAW",7,9060,90
"4810","Daniel Howe","HAW",7,10900,61
"4811","Tim O'Brien","HAW",7,7430,55
"4812","Christian Petracca","MEL",7,10050,43
"4813","Marty Hore","MEL",7,10460,81
"4814","Jack Steele","STK",7,13750,71
"4815","Sebastian Ross","STK",7,15990,86
"4816","Darragh Joyce","STK",7,5000,34
"4817","Ben Paton","STK",7,8310,42
"4818","Jarryd Lyons","BRL",7,11720,83
"4819","Zak Jones","SYD",7,13070,58
"4820","Tom Papley","SYD",7,10700,102
"4821","Mitch Robinson","BRL",7,12860,103
"4822","Robbie Fox","SYD",7,6370,31
"4823","Sam Reid","SYD",7,9520,65
"4824","Marcus Bontempelli","WBD",7,15550,116
"4825","Jack Higgins","RIC",7,11780,44
"4826","Dom Sheed","WCE",7,13580,116
"4827","Sam Frost","MEL",7,6620,40
"4828","Tom McDonald","MEL",7,9600,58
"4829","Chad Wingard","HAW",7,11720,57
"4830","Jack Gunston","HAW",7,11610,102
"4831","Jordan Lewis","MEL",7,9850,45
"4832","Ben McEvoy","HAW",7,13670,85
"4833","Alex Neal-Bullen","MEL",7,9780,74
"4834","Mitch Lewis","HAW",7,6330,53
"4836","Heath Shaw","GWS",7,11430,72
"4837","Matt de Boer","GWS",7,9980,74
"4838","Josh Bruce","STK",7,7540,33
"4839","Jade Gresham","STK",7,11430,45
"4840","Jack Newnes","STK",7,12100,82
"4841","Shane Savage","STK",7,12610,78
"4842","Jimmy Webster","STK",7,9340,28
"4843","Sam J. Reid","GWS",7,7400,104
"4844","Daniel McKenzie","STK",7,7550,38
"4845","Daniel Lloyd","GWS",7,7440,68
"4846","Callum Wilkie","STK",7,7530,31
"4847","Harry Cunningham","SYD",7,13150,41
"4848","Kieren Jack","SYD",7,8520,40
"4849","Callum Mills","SYD",7,10940,77
"4850","Luke Parker","SYD",7,13990,80
"4851","Dane Rampe","SYD",7,10600,58
"4852","Lewis Taylor","BRL",7,10200,40
"4853","Charlie Cameron","BRL",7,9530,73
"4854","Eric Hipwood","BRL",7,7790,42
"4855","Jarrod Berry","BRL",7,12190,87
"4856","Hugh McCluggage","BRL",7,12430,115
"4857","Oscar McInerney","BRL",7,7390,86
"4858","Alex Witherden","BRL",7,12770,65
"4859","Jackson Thurlow","SYD",7,9490,65
"4860","Jordan Dawson","SYD",7,12590,63
"4861","Cameron Rayner","BRL",7,7660,27
"4862","Shane Edwards","RIC",7,10750,47
"4863","Kamdyn McIntosh","RIC",7,9570,55
"4864","Mitch Wallis","WBD",7,11320,86
"4865","Josh Caddy","RIC",7,10460,51
"4866","Jason Castagna","RIC",7,7840,34
"4867","Noah Balta","RIC",7,5000,62
"4868","Sydney Stack","RIC",7,8970,89
"4869","Peter Wright","GCS",7,9890,76
"4870","Jamie Cripps","WCE",7,11560,81
"4871","Aaron Young","GCS",7,8980,41
"4872","Lewis Jetta","WCE",7,9280,56
"4873","Ben Ainsworth","GCS",7,9020,56
"4874","Jack Bowes","GCS",7,12030,77
"4875","David Swallow","GCS",7,12220,67
"4876","Charlie Ballard","GCS",7,7160,49
"4877","Oscar Allen","WCE",7,6630,57
"4878","Liam Ryan","WCE",7,7800,58
"4879","Jeff Garlett","MEL",7,8620,43
"4881","Oscar McDonald","MEL",7,6480,50
"4882","Billy Stretch","MEL",7,10110,68
"4889","Jarman Impey","HAW",7,9480,89
"4891","Kaiden Brand","HAW",7,7080,53
"4892","Shaun Burgoyne","HAW",7,11360,82
"4896","Paul Puopolo","HAW",7,8150,57
"4898","Ben Stratton","HAW",7,6830,45
"4901","Josh Wagner","MEL",7,7520,44
"4902","Jayden Hunt","MEL",7,8080,68
"4913","Jarryd Roughead","HAW",7,10230,47
"4941","Dean Kent","STK",7,8520,98
"4942","Matt Buntine","GWS",7,7180,43
"4943","Aidan Corr","GWS",7,6970,30
"4959","Tim Membrey","STK",7,9850,49
"4963","Harry Himmelberg","GWS",7,9160,51
"4972","Ben Long","STK",7,7940,14
"4977","Brent Daniels","GWS",7,7690,58
"4980","Sam Taylor","GWS",7,6010,47
"4981","Hunter Clark","STK",7,8630,54
"4995","Matthew Parker","STK",7,7600,59
"4999","George Hewett","SYD",7,10280,103
"5007","Darcy Gardiner","BRL",7,8470,56
"5008","Ryan Lester","BRL",7,9810,41
"5009","Daniel McStay","BRL",7,6980,52
"5011","Josh Walker","BRL",7,10890,31
"5012","Lincoln McCarthy","BRL",7,7500,45
"5014","Luke Hodge","BRL",7,10480,46
"5017","Aliir Aliir","SYD",7,9260,78
"5029","Will Hayward","SYD",7,8190,67
"5031","Lewis Melican","SYD",7,6100,10
"5043","Tom McCartin","SYD",7,6140,40
"5051","Nick Blakey","SYD",7,5000,36
"5061","Dylan Grimes","RIC",7,7480,37
"5062","Sam Lloyd","WBD",7,9880,102
"5063","Connor Menadue","RIC",7,6470,63
"5066","Daniel Rioli","RIC",7,8940,37
"5069","Tory Dickson","WBD",7,7870,48
"5074","Easton Wood","WBD",7,7500,58
"5081","Zaine Cordy","WBD",7,5820,57
"5086","Nathan Broad","RIC",7,5600,37
"5102","Billy Gowers","WBD",7,8050,36
"5103","Aaron Naughton","WBD",7,8470,125
"5105","Ed Richards","WBD",7,6510,74
"5116","Anthony Miles","GCS",7,10950,115
"5119","Jarrod Harbrow","GCS",7,10990,107
"5121","Jack Martin","GCS",7,12460,120
"5124","Alex Sexton","GCS",7,10310,36
"5128","Liam Duggan","WCE",7,10070,80
"5131","Will Schofield","WCE",7,5290,47
"5134","Jack Hombsch","GCS",7,5510,46
"5135","Jordan Murdoch","GCS",7,9200,65
"5136","Nathan Vardy","WCE",7,7620,62
"5138","George Horlin-Smith","GCS",7,8550,26
"5139","Thomas Cole","WCE",7,7450,68
"5142","Darcy MacPherson","GCS",7,11220,72
"5144","Sam Collins","GCS",7,7000,50
"5146","Jesse Joyce","GCS",7,8110,50
"5154","Daniel Venables","WCE",7,6640,44
"5160","Nick Holman","GCS",7,8190,68
"5166","Joshua Corbett","GCS",7,5000,59
"5180","James Rose","SYD",14,5000,76
"5181","Jake Lloyd","SYD",14,16110,109
"5182","James Worpel","HAW",14,12930,72
"5183","Isaac Heeney","SYD",14,12340,93
"5184","Jaeger O'Meara","HAW",14,12600,113
"5185","Sam Reid","SYD",14,9960,46
"5186","Ricky Henderson","HAW",14,14100,117
"5187","Callum Sinclair","SYD",14,11150,102
"5188","Tom Scully","HAW",14,10170,38
"5189","Josh P. Kennedy","SYD",14,14250,72
"5190","Shaun Burgoyne","HAW",14,9280,69
"5191","Dane Rampe","SYD",14,11180,70
"5192","George Hewett","SYD",14,10670,67
"5193","Lance Franklin","SYD",14,11590,40
"5194","Zak Jones","SYD",14,10950,101
"5195","Liam Shiels","HAW",14,14150,112
"5196","Oliver Florent","SYD",14,10620,43
"5197","Jonathon Ceglar","HAW",14,10140,61
"5198","Luke Parker","SYD",14,15110,157
"5199","Ben McEvoy","HAW",14,13780,31
"5200","Tom Papley","SYD",14,11350,83
"5201","Callum Mills","SYD",14,11030,103
"5202","Colin O'Riordan","SYD",14,7510,66
"5203","Jack Gunston","HAW",14,10850,60
"5204","James Sicily","HAW",14,13030,44
"5205","Ryan Clarke","SYD",14,8320,93
"5206","Isaac Smith","HAW",14,11880,90
"5207","Aliir Aliir","SYD",14,9880,58
"5208","Jordan Dawson","SYD",14,11400,107
"5209","Harry Morrison","HAW",14,8380,40
"5210","Nick Blakey","SYD",14,5870,70
"5211","Jarman Impey","HAW",14,10650,60
"5212","Will Hayward","SYD",14,8120,54
"5213","Lewis Melican","SYD",14,6250,65
"5214","Dylan Moore","HAW",14,8100,51
"5215","Daniel Menzel","SYD",14,6830,36
"5216","Blake Hardwick","HAW",14,10370,58
"5217","Luke Breust","HAW",14,10330,44
"5218","James Frawley","HAW",14,6950,48
"5219","Jarryd Roughead","HAW",14,9770,43
"5220","Paul Puopolo","HAW",14,8270,27
"5221","Tim O'Brien","HAW",14,7790,56
"5222","Conor Glass","HAW",14,6280,65
"5223","Kaiden Brand","HAW",14,7120,46
"5276","Rhylee West","WBD",23,5100,54
"5277","Trent McKenzie","PTA",23,5000,70
"5278","Sam Jacobs","ADE",23,10420,115
"5279","Jack Macrae","WBD",23,17150,109
"5280","Dan Houston","PTA",23,12210,89
"5281","Lachie Hunter","WBD",23,12880,105
"5282","Josh Dunkley","WBD",23,17350,106
"5283","Matt Crouch","ADE",23,13840,150
"5284","Scott Lycett","PTA",23,12670,92
"5285","Scott Jones","FRE",23,7120,78
"5286","Adam Cerra","FRE",23,8320,67
"5287","Marcus Bontempelli","WBD",23,14770,125
"5288","Rory Sloane","ADE",23,12650,116
"5289","Dustin Martin","RIC",23,16110,68
"5290","Lachie Neale","BRL",23,13820,162
"5291","David Mundy","FRE",23,10180,62
"5292","Paul Seedsman","ADE",23,10160,107
"5293","Travis Boak","PTA",23,14210,81
"5294","Ollie Wines","PTA",23,12910,123
"5295","Bailey Smith","WBD",23,9630,88
"5296","Mitch Robinson","BRL",23,13390,99
"5297","Nat Fyfe","FRE",23,15280,102
"5298","Tom Rockliff","PTA",23,13960,68
"5299","Ed Langdon","FRE",23,12860,110
"5300","Bailey Dale","WBD",23,9210,98
"5301","Brad Crouch","ADE",23,15150,62
"5302","Toby McLean","WBD",23,9930,40
"5303","Jack Riewoldt","RIC",23,8650,89
"5304","Connor Rozee","PTA",23,10110,70
"5305","Bachar Houli","RIC",23,14340,100
"5306","Cedric Cox","BRL",23,5190,44
"5307","Mitchell Crowden","FRE",23,7110,24
"5308","Bryce Gibbs","ADE",23,11850,58
"5309","Tim English","WBD",23,10420,90
"5310","Darcy Fogarty","ADE",23,6630,47
"5311","Brandon Ellis","RIC",23,11550,50
"5312","Justin Westhoff","PTA",23,10770,110
"5313","Richard Douglas","ADE",23,8460,75
"5314","Patrick Lipinski","WBD",23,12970,85
"5315","Dion Prestia","RIC",23,15150,89
"5316","Stefan Martin","BRL",23,12600,93
"5317","Alex Witherden","BRL",23,10580,63
"5318","Michael Walters","FRE",23,14220,81
"5319","Charlie Dixon","PTA",23,8160,92
"5320","Robbie Gray","PTA",23,12530,43
"5321","Rory Laird","ADE",23,13680,94
"5322","Hayden Crozier","WBD",23,10030,77
"5323","Jarryd Lyons","BRL",23,15350,89
"5324","Jayden Short","RIC",23,10380,87
"5325","Dayne Zorko","BRL",23,15000,135
"5326","Hugh Dixon","FRE",23,5000,35
"5327","Sam Switkowski","FRE",23,8760,53
"5328","Brodie Smith","ADE",23,12950,100
"5329","Matthew Suckling","WBD",23,11400,116
"5330","Aaron Naughton","WBD",23,9600,54
"5331","Will Hayes","WBD",23,9430,75
"5332","Trent Cotchin","RIC",23,11060,39
"5333","Daniel Rich","BRL",23,11770,92
"5334","Shai Bolton","RIC",23,9500,26
"5335","Ivan Soldo","RIC",23,9940,88
"5336","Ryan Burton","PTA",23,10220,53
"5337","Jason Johannisen","WBD",23,11000,106
"5338","Hugh Greenwood","ADE",23,11590,72
"5339","Chayce Jones","ADE",23,5270,97
"5340","Shane Edwards","RIC",23,12130,70
"5341","Kane Lambert","RIC",23,12100,75
"5342","Tom J. Lynch","RIC",23,10680,48
"5343","Jarrod Berry","BRL",23,11240,65
"5344","Jack Graham","RIC",23,11740,66
"5346","Sam Gray","PTA",23,10110,45
"5347","Darcy Byrne-Jones","PTA",23,12840,89
"5348","Bradley Hill","FRE",23,12640,78
"5349","Connor Blakely","FRE",23,11580,35
"5350","Willem Drew","PTA",23,8910,93
"5351","Todd Marshall","PTA",23,6960,74
"5352","Andrew Brayshaw","FRE",23,10840,73
"5353","Lewis Young","WBD",23,6710,59
"5354","Nick Vlastuin","RIC",23,10970,85
"5355","Josh Caddy","RIC",23,9980,80
"5356","Hugh McCluggage","BRL",23,12680,102
"5357","Noah Answerth","BRL",23,8570,34
"5358","Matthew Broadbent","PTA",23,10590,53
"5359","Paddy Ryder","PTA",23,10190,72
"5360","Xavier Duursma","PTA",23,11430,103
"5361","Sam Lloyd","WBD",23,11320,70
